EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,button-press-topdown-v1_success_rate,button-press-topdown-v1_eval_rewards,door-v1_success_rate,door-v1_eval_rewards,drawer-close-v1_success_rate,drawer-close-v1_eval_rewards,drawer-open-v1_success_rate,drawer-open-v1_eval_rewards,ped-insert-side-v1_success_rate,ped-insert-side-v1_eval_rewards,pick-place-v1_success_rate,pick-place-v1_eval_rewards,push-v1_success_rate,push-v1_eval_rewards,reach-v1_success_rate,reach-v1_eval_rewards,window-close-v1_success_rate,window-close-v1_eval_rewards,window-open-v1_success_rate,window-open-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,alpha_6_Mean,alpha_6_Std,alpha_6_Max,alpha_6_Min,alpha_7_Mean,alpha_7_Std,alpha_7_Max,alpha_7_Min,alpha_8_Mean,alpha_8_Std,alpha_8_Max,alpha_8_Min,alpha_9_Mean,alpha_9_Std,alpha_9_Max,alpha_9_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_prob_6_Mean,log_prob_6_Std,log_prob_6_Max,log_prob_6_Min,log_prob_7_Mean,log_prob_7_Std,log_prob_7_Max,log_prob_7_Min,log_prob_8_Mean,log_prob_8_Std,log_prob_8_Max,log_prob_8_Min,log_prob_9_Mean,log_prob_9_Std,log_prob_9_Max,log_prob_9_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
10,8.768573760986328,62000,737.20286,36411.12786,1692.72391,0.01833,8.74603,0.00413,0.00000,-44.13645,0.00000,-44.57083,0.00000,-23.71091,0.00000,-21.89569,0.00000,-17.80737,0.00000,-19.41983,0.00000,-24.81633,0.00000,7617.08218,0.00000,-28.91527,0.00000,-19.78087,0.00000,8.73351,1.02836,11.29405,6.34490,0.78737,0.01435,0.81098,0.76295,0.53275,0.00927,0.54889,0.51695,0.53276,0.00927,0.54889,0.51695,0.53266,0.00926,0.54878,0.51687,0.53274,0.00926,0.54887,0.51695,0.53272,0.00926,0.54885,0.51693,0.53266,0.00926,0.54879,0.51687,0.53276,0.00927,0.54889,0.51696,0.53270,0.00926,0.54883,0.51690,0.53270,0.00926,0.54883,0.51692,-3.68751,0.12667,-3.43916,-3.92436,-110.55507,9.83293,-88.45541,-139.01030,903.23754,615.61817,3465.69385,183.60484,1480.90226,1629.61033,10734.93164,198.65392,15.47726,9.53020,55.37502,2.59416,188284.95016,131375.70667,682391.50000,20390.53906,231674.54106,215516.44591,1460171.37500,14132.54688,-0.17590,0.02418,-0.10107,-0.21000,0.15607,0.02255,0.20234,0.09930,-0.10488,0.03137,-0.02901,-0.15029,-0.80346,0.09832,-0.58431,-1.02342,9.23706,2.00058,13.26126,5.11328,-2.73128,0.02165,-2.68171,-2.78397,-2.73100,0.02548,-2.65629,-2.82348,-2.72932,0.02052,-2.67548,-2.78378,-2.72813,0.02404,-2.64216,-2.80706,-2.73086,0.02196,-2.65305,-2.80143,-2.73064,0.02421,-2.65829,-2.80360,-2.72895,0.02479,-2.66130,-2.80632,-2.73146,0.02289,-2.66477,-2.80333,-2.72770,0.02465,-2.65797,-2.81334,-1.53323,0.19929,-1.12946,-1.95206,3.77862,0.57589,4.87411,2.50509,14.47070,1.99801,19.46441,9.50080,-4.91363,0.75599,-3.68522,-9.06923,0.10866,0.01269,0.13514,0.07964,0.70027,0.06975,0.84049,0.54294,2.63162,0.25150,3.15041,2.03675,-2.50422,0.23201,-2.04163,-3.12685
11,8.565913200378418,64000,709.32778,11209.74456,1335.50126,0.03262,8.52920,0.00400,0.00000,-46.96819,0.00000,-44.12820,0.00000,-16.07926,0.00000,-23.90248,0.00000,-17.83675,0.00000,-18.64317,0.00000,-18.68962,0.00000,7334.15213,0.00000,-28.25997,0.00000,-26.36667,0.00000,8.74024,1.00320,11.43790,5.87184,0.83884,0.01864,0.87492,0.81118,0.50192,0.00853,0.51679,0.48722,0.50190,0.00855,0.51680,0.48718,0.50182,0.00855,0.51672,0.48710,0.50189,0.00856,0.51680,0.48716,0.50189,0.00854,0.51677,0.48718,0.50183,0.00854,0.51672,0.48713,0.50193,0.00854,0.51680,0.48721,0.50187,0.00853,0.51674,0.48717,0.50187,0.00855,0.51677,0.48715,-3.98386,0.18406,-3.15626,-4.23258,-128.44459,11.68599,-100.12743,-159.34085,900.67524,551.49903,4179.14111,179.59683,1879.37125,1534.23272,11132.94141,199.57573,16.90100,11.67219,103.55119,3.45164,201963.74492,135491.18646,724871.56250,20733.17969,355753.10326,260265.40417,1760458.12500,26332.81055,-0.12245,0.03952,-0.00783,-0.29692,0.22740,0.05253,0.32832,0.12496,1.25183,0.96223,2.00000,-0.11619,-0.90953,0.19035,-0.63631,-1.88307,11.07009,2.59672,17.06148,6.03069,-2.60561,0.24432,-1.18867,-2.78975,-2.61861,0.22794,-1.26797,-2.78468,-2.62379,0.22340,-1.27829,-2.80162,-2.62445,0.21423,-1.27371,-2.78994,-2.61506,0.23476,-1.17489,-2.77438,-2.61579,0.24103,-0.89269,-2.78619,-2.61104,0.24441,-1.07474,-2.77930,-2.60817,0.24114,-1.28381,-2.77629,-2.62259,0.22741,-1.16761,-2.77225,-1.24750,0.29347,-0.03430,-1.79931,4.45944,0.74421,6.12075,2.96078,24.65190,8.25104,41.09822,11.98992,-4.93855,0.85494,-3.62220,-9.65693,0.17223,0.06384,0.45425,0.04697,0.79587,0.18109,1.75558,0.54555,3.58232,1.09565,7.40124,2.31889,-3.88581,3.83904,-1.84649,-21.10940
12,8.793232917785645,66000,1242.96398,7192.38914,744.04470,0.00364,8.78531,0.00421,0.00000,-48.87957,0.00000,-29.74580,0.00000,-22.86011,0.00000,-25.87955,0.00000,-27.91919,0.00000,-35.10137,0.00000,-26.60673,0.00000,12702.20895,0.00000,-17.48304,0.00000,-38.09377,0.00000,8.64622,0.97073,12.06410,6.57314,0.91627,0.02207,0.95441,0.87536,0.47276,0.00823,0.48708,0.45872,0.47272,0.00823,0.48704,0.45869,0.47265,0.00822,0.48695,0.45862,0.47270,0.00822,0.48702,0.45868,0.47272,0.00822,0.48703,0.45870,0.47268,0.00822,0.48698,0.45865,0.47274,0.00823,0.48707,0.45870,0.47271,0.00823,0.48702,0.45867,0.47269,0.00822,0.48700,0.45867,-4.45259,0.13382,-4.19593,-4.66466,-149.57709,11.29569,-124.53149,-178.45695,1304.61836,767.26528,4409.82129,290.71420,2200.14804,1440.30368,9433.51465,411.07248,21.10500,17.34019,132.12973,4.52210,293901.88763,194533.35773,992402.68750,26734.23047,460827.46336,310207.25073,1615544.37500,39101.04688,-0.17518,0.01620,-0.13807,-0.21323,0.23300,0.04339,0.35002,0.13603,1.63737,0.68162,2.00000,-0.10078,-1.36759,0.69633,-0.71577,-3.44453,13.01932,1.86405,16.97062,7.82542,-2.72163,0.02598,-2.66269,-2.79013,-2.72478,0.02405,-2.65538,-2.78809,-2.72439,0.02556,-2.64953,-2.79220,-2.72338,0.02517,-2.65799,-2.78498,-2.72308,0.02344,-2.66009,-2.78339,-2.72196,0.02385,-2.66565,-2.78522,-2.72550,0.02585,-2.64636,-2.80072,-2.72370,0.02488,-2.66106,-2.79683,-2.72365,0.02312,-2.66028,-2.79107,-1.14928,0.18896,-0.74556,-1.67538,5.01910,0.64714,6.83307,3.49259,27.39253,6.52044,42.39405,14.27246,-5.03174,0.70607,-3.71559,-7.32894,0.12707,0.03870,0.20130,0.02095,1.21491,0.64870,3.06040,0.65251,6.70113,4.69560,19.10973,2.75655,-12.32556,12.26595,-2.59015,-46.19242
13,8.514886379241943,68000,1234.62165,17662.60808,792.44143,0.04471,8.46578,0.00434,0.00000,-43.38569,0.00000,-47.69132,0.00000,-29.98815,0.00000,-23.87145,0.00000,-20.36438,0.00000,-22.42909,0.00000,-30.37478,0.00000,12613.80159,0.00000,-32.75584,0.00000,-16.72444,0.00000,8.66623,0.99497,12.32387,6.43794,0.99472,0.02257,1.03267,0.95483,0.44511,0.00774,0.45858,0.43190,0.44508,0.00774,0.45855,0.43187,0.44502,0.00774,0.45848,0.43182,0.44508,0.00774,0.45854,0.43187,0.44508,0.00774,0.45856,0.43188,0.44505,0.00774,0.45851,0.43185,0.44509,0.00774,0.45856,0.43188,0.44507,0.00774,0.45854,0.43185,0.44506,0.00774,0.45853,0.43186,-4.89471,0.12771,-4.67380,-5.11296,-174.98832,13.62624,-147.51338,-218.97281,1770.87277,1629.63490,12488.25391,368.81662,2537.33046,2353.60237,20326.63672,389.27084,18.21451,15.31023,85.64071,2.92030,440752.59998,344969.25825,2383274.50000,35691.61328,580350.62098,437144.90351,3090274.75000,43406.99609,-0.18681,0.00740,-0.16986,-0.20271,0.16769,0.02172,0.24563,0.12336,-0.10095,0.01683,-0.06254,-0.12610,-0.95909,0.28634,-0.67204,-2.25385,13.00800,1.64796,16.23345,9.10916,-2.72813,0.02403,-2.66712,-2.80616,-2.72869,0.02419,-2.66101,-2.79652,-2.72792,0.02318,-2.66163,-2.79530,-2.72788,0.02645,-2.66421,-2.80490,-2.72786,0.02459,-2.66316,-2.80618,-2.72587,0.02186,-2.67260,-2.79493,-2.72756,0.02434,-2.66119,-2.81910,-2.72916,0.02709,-2.65204,-2.80167,-2.72867,0.02302,-2.66296,-2.78502,-1.15437,0.16621,-0.82415,-1.55108,4.85179,0.48596,5.80749,3.69187,20.39101,3.53876,33.93271,14.05261,-4.94700,0.72003,-3.92709,-9.41875,0.14904,0.01288,0.17625,0.11887,0.83957,0.05731,0.95686,0.69872,3.43641,0.60341,5.94719,2.50224,-3.46700,0.46152,-2.54366,-4.62860
14,8.374361515045166,70000,1100.16363,19623.35016,695.29199,0.03000,8.34009,0.00411,0.00000,-41.85328,0.00000,-43.05131,0.00000,-29.40968,0.00000,-19.62521,0.00000,-18.94060,0.00000,-20.29628,0.00000,-28.24169,0.00000,11247.26954,0.00000,-27.77384,0.00000,-16.44129,0.00000,8.73634,0.97690,11.61629,6.20584,1.07358,0.02338,1.11405,1.03304,0.41909,0.00728,0.43177,0.40666,0.41907,0.00728,0.43174,0.40664,0.41901,0.00728,0.43169,0.40659,0.41907,0.00728,0.43174,0.40665,0.41907,0.00728,0.43175,0.40665,0.41904,0.00728,0.43172,0.40662,0.41907,0.00728,0.43175,0.40664,0.41904,0.00728,0.43172,0.40662,0.41905,0.00728,0.43173,0.40663,-5.33083,0.12554,-5.10823,-5.55577,-200.49185,13.25866,-154.55106,-238.99368,2106.96023,1560.49269,9365.15527,469.87915,2489.46828,1591.92011,8195.88574,563.20746,15.16355,13.64065,100.59061,3.07125,615903.45926,378271.11183,1948581.62500,49107.65625,701455.95432,438859.95635,1928667.62500,59841.16016,-0.19241,0.00630,-0.17553,-0.20721,0.16144,0.01037,0.18360,0.13483,-0.12439,0.00458,-0.11245,-0.13429,-0.82887,0.07183,-0.67641,-1.03442,13.40935,1.08611,15.95280,10.52732,-2.72506,0.02216,-2.65881,-2.79603,-2.72632,0.02328,-2.64548,-2.78521,-2.72787,0.02288,-2.66318,-2.79359,-2.72594,0.02264,-2.66685,-2.78972,-2.72895,0.02365,-2.66639,-2.80298,-2.72635,0.02249,-2.66700,-2.79420,-2.72772,0.02071,-2.66756,-2.78948,-2.72602,0.02171,-2.68051,-2.80946,-2.72917,0.02330,-2.66924,-2.79336,-1.11340,0.10816,-0.86422,-1.40698,4.96406,0.31916,5.72550,4.12800,19.61973,1.66654,25.53478,16.28679,-4.99716,0.68708,-3.90287,-7.19061,0.14844,0.00825,0.16967,0.13450,0.85741,0.03746,0.93982,0.75395,3.23182,0.22452,3.92573,2.89802,-3.24522,0.30360,-2.83043,-4.23232
15,8.522990226745605,72000,1130.52413,13224.34487,1372.36360,0.01270,8.50592,0.00428,0.00000,-44.52926,0.00000,-40.25362,0.00000,-27.81408,0.00000,-15.61395,0.00000,-21.27918,0.00000,-25.86865,0.00000,-24.64808,0.00000,11547.59789,0.00000,-24.93010,0.00000,-17.41961,0.00000,8.59009,0.90818,10.91369,6.03662,1.15372,0.02234,1.19202,1.11446,0.39461,0.00685,0.40654,0.38292,0.39459,0.00685,0.40652,0.38291,0.39455,0.00685,0.40647,0.38287,0.39460,0.00685,0.40652,0.38292,0.39460,0.00685,0.40653,0.38291,0.39458,0.00685,0.40650,0.38289,0.39459,0.00685,0.40652,0.38291,0.39458,0.00685,0.40650,0.38289,0.39458,0.00685,0.40651,0.38290,-5.75131,0.11984,-5.54205,-5.98945,-228.86776,18.94050,-181.22676,-289.47794,3249.47577,1874.15651,10650.16211,567.24396,3253.37528,3063.26677,17990.35547,704.54315,22.44387,17.20731,98.97757,3.74475,979823.18777,470888.54592,2583042.25000,127290.75781,793450.29156,539208.00074,2688812.25000,86144.41406,-0.19483,0.00577,-0.18323,-0.20955,0.15578,0.01092,0.18360,0.12968,-0.10343,0.03218,-0.00661,-0.13435,-0.81402,0.04433,-0.69737,-0.93014,12.72893,1.07657,15.06877,9.75920,-2.72622,0.02486,-2.65684,-2.79348,-2.72636,0.02429,-2.66072,-2.79666,-2.72481,0.02499,-2.66628,-2.79598,-2.72298,0.02126,-2.67459,-2.78297,-2.72748,0.02383,-2.66436,-2.78493,-2.72347,0.02437,-2.66752,-2.77865,-2.72465,0.02197,-2.67313,-2.78136,-2.72424,0.02467,-2.65403,-2.82134,-2.72585,0.02142,-2.67678,-2.78508,-1.17971,0.10766,-0.95323,-1.47591,4.84414,0.30510,5.62643,3.97138,18.97156,1.05393,21.88903,16.36758,-5.10192,0.82439,-3.70716,-8.35110,0.14534,0.00761,0.16123,0.12476,0.84079,0.03533,0.92869,0.74337,3.17013,0.13739,3.60332,2.83017,-3.07385,0.13257,-2.77600,-3.47414
16,8.638564586639404,74000,890.00138,18099.36784,1325.81767,0.03229,8.60203,0.00419,0.00000,-40.76552,0.00000,-36.34905,0.00000,-28.36336,0.00000,811.51745,0.00000,-22.50557,0.00000,-28.40676,0.00000,-24.08216,0.00000,8310.70738,0.00000,-21.40834,0.00000,-20.33027,0.00000,8.48803,0.90945,11.16627,6.62448,1.23410,0.02477,1.27752,1.19241,0.37158,0.00645,0.38280,0.36058,0.37157,0.00645,0.38279,0.36056,0.37153,0.00645,0.38275,0.36054,0.37158,0.00645,0.38281,0.36058,0.37157,0.00645,0.38279,0.36058,0.37156,0.00645,0.38278,0.36056,0.37157,0.00645,0.38279,0.36057,0.37155,0.00645,0.38277,0.36055,0.37156,0.00645,0.38278,0.36057,-6.18698,0.13007,-5.95168,-6.43562,-260.48607,21.46560,-208.74951,-318.94238,3728.84171,1891.67702,9222.95215,801.64191,3938.10469,2696.98431,14699.92969,733.81329,27.48319,27.76344,192.84502,3.85571,1143794.84469,504180.53825,2509943.50000,107583.29688,1026355.59426,740735.40067,3659055.75000,80743.70312,-0.19436,0.00633,-0.18464,-0.21710,0.17045,0.02244,0.24684,0.11963,0.35790,0.69675,2.00000,-0.12992,-0.95124,0.24675,-0.73033,-1.68431,13.32482,1.07999,15.80023,10.48465,-2.72116,0.02432,-2.64901,-2.78226,-2.72683,0.02445,-2.65845,-2.80047,-2.72534,0.02356,-2.65255,-2.79156,-2.72543,0.02442,-2.66270,-2.79797,-2.72394,0.02389,-2.64541,-2.79511,-2.72449,0.02561,-2.65716,-2.80462,-2.72350,0.02479,-2.66370,-2.79722,-2.72607,0.02213,-2.67044,-2.79247,-2.72407,0.02355,-2.66041,-2.79045,-1.11960,0.10884,-0.86964,-1.40820,5.00064,0.30907,5.78273,4.24487,19.97642,2.31314,30.12240,15.76463,-5.07152,0.77465,-3.80783,-9.98430,0.14571,0.00672,0.16421,0.13374,0.85726,0.03674,0.93902,0.76610,3.44256,0.54516,5.30104,2.89805,-3.14792,0.15089,-2.76441,-3.58221
17,8.951388597488403,76000,1400.55011,9820.32483,642.06820,0.05456,8.89265,0.00413,0.00000,-37.39271,0.00000,-35.69736,0.00000,-26.39951,0.00000,922.16143,0.00000,-22.98022,0.00000,-30.68546,0.00000,-22.59854,0.00000,13301.23569,0.00000,-20.60990,0.00000,-21.53236,0.00000,8.99584,1.03005,11.66104,6.48620,1.32847,0.02988,1.38029,1.27799,0.34992,0.00606,0.36048,0.33959,0.34991,0.00605,0.36045,0.33959,0.34989,0.00605,0.36043,0.33957,0.34993,0.00605,0.36047,0.33960,0.34992,0.00606,0.36047,0.33959,0.34990,0.00606,0.36045,0.33957,0.34991,0.00606,0.36046,0.33957,0.34989,0.00605,0.36044,0.33956,0.34992,0.00605,0.36046,0.33960,-6.64988,0.13371,-6.37714,-6.92312,-297.52483,17.00765,-229.79228,-339.59531,3019.31429,2033.57444,13883.59863,831.12738,4854.85268,3136.91800,15053.48438,1074.52600,35.99571,25.45632,166.98058,8.30239,680596.05453,460441.20890,2139518.25000,97329.99219,1228334.65703,777102.98783,3060934.00000,109210.50781,-0.18792,0.01702,-0.14188,-0.22484,0.23619,0.01438,0.27647,0.19217,1.99938,0.00624,2.00000,1.92972,-1.42855,0.32297,-0.75524,-2.17795,15.00829,1.09161,17.51244,11.97587,-2.70829,0.03528,-2.51501,-2.78929,-2.70472,0.03745,-2.52074,-2.78691,-2.70239,0.03508,-2.52534,-2.77175,-2.70675,0.03301,-2.53110,-2.79231,-2.70874,0.03405,-2.56627,-2.80394,-2.71022,0.03459,-2.50423,-2.78140,-2.71027,0.03230,-2.56048,-2.78351,-2.70756,0.03772,-2.49952,-2.78895,-2.70299,0.03999,-2.46322,-2.78710,-0.93536,0.11373,-0.59894,-1.23003,5.60727,0.34125,6.35712,4.80068,30.02834,3.50800,39.48786,21.35513,-5.00787,0.69178,-3.99969,-7.37845,0.17589,0.03386,0.26783,0.11971,1.17173,0.28141,1.78780,0.82375,12.50056,6.71576,23.59109,3.39021,-3.81754,0.47518,-2.96421,-5.01945
18,9.027977466583252,78000,2151.37684,12982.61222,1016.66373,0.03125,8.63524,0.00398,0.00000,-39.34770,0.00000,-34.72630,1.00000,-18.70844,0.00000,1343.20862,0.00000,-26.96066,0.00000,-38.25238,0.00000,-23.27580,0.00000,20393.21621,0.00000,-20.41392,0.00000,-20.97118,0.10000,9.50195,1.28791,13.01346,6.76107,1.43371,0.03074,1.48629,1.38083,0.32956,0.00571,0.33949,0.31982,0.32956,0.00571,0.33949,0.31981,0.32954,0.00571,0.33947,0.31980,0.32957,0.00571,0.33949,0.31983,0.32956,0.00571,0.33949,0.31981,0.32953,0.00571,0.33947,0.31979,0.32954,0.00571,0.33947,0.31980,0.32953,0.00571,0.33946,0.31979,0.32957,0.00571,0.33950,0.31983,-7.10612,0.13678,-6.83139,-7.37935,-333.02401,17.38367,-290.66727,-388.76178,3061.13080,1362.10065,7644.55078,959.56116,7484.78836,6880.49094,61117.83203,1278.29651,67.81213,78.16630,587.01440,8.50121,969438.74816,446657.41996,2223405.75000,117174.05469,1837356.82438,1173126.02566,8194623.00000,161652.39062,-0.18683,0.01727,-0.14728,-0.22655,0.21646,0.01870,0.25409,0.16921,2.00000,0.00000,2.00000,2.00000,-1.43651,0.33798,-0.75397,-2.53033,15.14221,1.31376,18.38195,11.66891,-2.71164,0.03130,-2.55691,-2.77817,-2.71495,0.02996,-2.54055,-2.79421,-2.71228,0.02802,-2.58142,-2.78772,-2.71116,0.03002,-2.58809,-2.81496,-2.71534,0.02831,-2.63135,-2.80298,-2.71590,0.02938,-2.63918,-2.78627,-2.71109,0.03429,-2.52484,-2.80388,-2.71302,0.03095,-2.59731,-2.80229,-2.71194,0.03430,-2.47906,-2.79177,-0.92751,0.13457,-0.57228,-1.28601,5.58357,0.38748,6.60443,4.56019,28.38800,2.68324,37.50212,23.02662,-5.23637,0.91119,-3.95920,-12.33947,0.18708,0.03270,0.28295,0.07227,1.46413,0.25650,2.25196,1.02336,25.15363,6.04134,34.22823,15.23134,-3.90674,0.44516,-3.18051,-5.29749
19,8.971604347229004,80000,4392.18948,57127.57915,1799.88554,0.02076,8.50303,0.00400,0.00000,-40.08244,0.00000,-32.94332,0.00000,-28.05515,0.00000,554.35564,0.00000,-22.44109,0.00000,-29.75709,0.00000,-23.70356,1.00000,43585.95062,0.00000,-17.96873,0.00000,-23.46004,0.10000,9.68058,1.39840,14.33940,7.14490,1.54026,0.03108,1.59427,1.48681,0.31035,0.00538,0.31972,0.30117,0.31036,0.00538,0.31971,0.30118,0.31034,0.00538,0.31970,0.30116,0.31036,0.00538,0.31973,0.30118,0.31035,0.00538,0.31972,0.30116,0.31033,0.00538,0.31969,0.30114,0.31034,0.00538,0.31971,0.30116,0.31033,0.00538,0.31969,0.30115,0.31037,0.00538,0.31973,0.30119,-7.55470,0.13551,-7.30998,-7.83312,-367.16701,20.23044,-318.45975,-424.07062,4853.97841,2713.44289,16433.40625,896.48987,6820.63497,6759.59118,49273.17578,1151.98364,45.54673,48.19141,341.45648,9.05698,1078968.58656,620472.89510,3803658.75000,140153.90625,1532538.14016,1270857.34783,7462331.50000,156308.40625,-0.18659,0.01015,-0.16510,-0.22172,0.23032,0.02019,0.31344,0.19496,2.00000,0.00000,2.00000,2.00000,-1.29330,0.47505,-0.80454,-2.83776,15.10292,1.03087,18.07449,12.60762,-2.72070,0.02890,-2.59718,-2.80234,-2.71494,0.02512,-2.63612,-2.77318,-2.72019,0.02651,-2.66000,-2.82345,-2.72152,0.02488,-2.66762,-2.78654,-2.72288,0.02810,-2.65108,-2.81689,-2.72257,0.02651,-2.65899,-2.78677,-2.71852,0.02749,-2.58237,-2.78464,-2.72068,0.02706,-2.63960,-2.79119,-2.71875,0.02577,-2.63988,-2.81596,-0.93778,0.10286,-0.64631,-1.19165,5.59689,0.30184,6.56216,4.97552,26.39841,1.89010,33.00803,22.67911,-5.12719,0.78486,-3.64102,-9.15772,0.21623,0.03552,0.32235,0.13587,1.66337,0.19976,2.23876,1.22858,25.13662,2.37309,30.32444,19.47613,-3.49982,0.28236,-3.07060,-4.44342
20,8.108344554901123,82000,4165.11883,49792.37890,3173.66926,0.01194,8.09246,0.00386,0.00000,-37.57844,0.00000,-31.61410,0.00000,-29.01653,0.00000,-13.57862,0.00000,-18.83852,0.00000,-30.26986,0.00000,-25.14100,1.00000,41878.35136,0.00000,-17.48894,0.00000,-23.63705,0.10000,10.10069,1.24309,13.52121,7.30563,1.64871,0.03095,1.70290,1.59483,0.29227,0.00506,0.30108,0.28363,0.29228,0.00506,0.30109,0.28364,0.29225,0.00506,0.30107,0.28361,0.29227,0.00506,0.30109,0.28363,0.29226,0.00506,0.30107,0.28362,0.29224,0.00506,0.30105,0.28360,0.29226,0.00506,0.30107,0.28361,0.29224,0.00506,0.30105,0.28360,0.29228,0.00506,0.30110,0.28364,-7.97133,0.14118,-7.71239,-8.25348,-401.81588,20.99655,-334.83752,-452.85294,4241.78386,2524.26192,16332.30176,987.55951,9602.04942,8192.84106,50823.57031,1631.78015,97.15734,110.83478,549.50726,8.24531,1110985.55855,695354.67926,3525006.75000,98581.24219,2038699.00531,1371409.74573,7435321.00000,186661.96875,-0.18674,0.01589,-0.14739,-0.24250,0.21394,0.01446,0.25410,0.17838,2.00000,0.00000,2.00000,2.00000,-1.16035,0.23295,-0.77154,-1.70845,14.72809,1.36825,18.05081,11.44841,-2.71529,0.03002,-2.55863,-2.80838,-2.71457,0.02525,-2.63753,-2.77867,-2.71630,0.02668,-2.65292,-2.79083,-2.71586,0.02789,-2.64813,-2.78862,-2.72017,0.02755,-2.64260,-2.79670,-2.71913,0.02549,-2.64238,-2.79755,-2.71855,0.03085,-2.61925,-2.79460,-2.71782,0.02687,-2.65364,-2.80594,-2.71597,0.02712,-2.64932,-2.78454,-0.97256,0.13761,-0.63190,-1.31850,5.45029,0.40140,6.38888,4.50347,26.39997,2.67493,35.81935,20.32519,-4.91754,0.67397,-3.91226,-7.45297,0.17456,0.03039,0.24918,0.09629,1.43536,0.20796,1.97386,0.96903,25.28574,3.27129,31.52520,17.71012,-3.80529,0.45183,-3.04034,-5.47331
